title,genre,directors,writers,actors,studio_name,tomato_rating,audience_rating,budget,genres
The Awakening,"Art House & International, Horror, Mystery & Suspense",Nick Murphy,"Nick Murphy, Stephen Volk",555.0,63,61,51.0,4798235,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Bad Company,"Action & Adventure, Drama, Western",Robert Benton,"Robert Benton, David Newman",0,20,91,71.0,70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]"
Bad Company,"Drama, Mystery & Suspense","Damian Harris, Damien Harris",Ross Thomas,571.0,19,27,30.0,70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]"
Bad Company,"Action & Adventure, Comedy, Documentary, Musical & Performing Arts",Joel Schumacher,"Jason Richman, Michael Browning, Gary M. Goodman, David Himmelstein",672.3333333333334,45,10,35.0,70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]"
The Bad News Bears,"Classics, Comedy",Michael Ritchie,Bill Lancaster,0,20,97,80.0,35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Black Christmas,"Horror, Mystery & Suspense",Bob Clark,"Roy Moore, Reginald Morris",0,8,71,75.0,9000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Black Christmas,"Horror, Mystery & Suspense",Glen Morgan,"Roy Moore, Glen Morgan",776.0,25,15,38.0,9000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
The Black Hole,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Gary Nelson,"Jeb Rosebrook, Bob Barbash, Richard H. Landau, Gerry Day",564.0,64,40,45.0,20000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]"
Black Rain,"Action & Adventure, Drama, Mystery & Suspense",Ridley Scott,"Craig Bolotin, Warren Lewis",0,65,52,55.0,30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
The Bounty,"Action & Adventure, Drama",Roger Donaldson,"Robert Bolt, Clive Exton",829.3333333333334,25,78,72.0,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
The Boys from Brazil,"Action & Adventure, Drama, Mystery & Suspense",Franklin J. Schaffner,Heywood Gould,0,66,69,67.0,0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
Broken Arrow,"Action & Adventure, Classics, Drama, Western, Romance",Delmer Daves,"Michael Blankfort, Albert Maltz",0,67,89,70.0,50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Broken Arrow,"Action & Adventure, Mystery & Suspense",John Woo,"Graham Yost, William Wisher Jr.",0,67,53,44.0,50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
Butch Cassidy and the Sundance Kid,"Action & Adventure, Classics, Western",George Roy Hill,William Goldman,0,0,90,92.0,6000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]"
Cape Fear,"Classics, Drama, Mystery & Suspense",J. Lee Thompson,James R. Webb,0,68,100,86.0,35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
Cape Fear,"Drama, Mystery & Suspense",Martin Scorsese,Wesley Strick,569.6666666666666,69,75,77.0,35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
Carrie,Horror,Brian DePalma,"Lawrence D. Cohen, Larry Cohen",0,17,92,77.0,30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]"
Carrie,Horror,Kimberly Peirce,"Roberto Aguirre-Sacasa, Lawrence D. Cohen",1099.0,13,50,44.0,30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]"
Casablanca,"Classics, Drama, Romance",Michael Curtiz,"Julius J. Epstein, Philip G. Epstein, Howard Koch, Michael Curtiz",0,8,98,95.0,878000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Casino Royale,"Action & Adventure, Classics, Comedy","Richard Talmadge, Kenneth Hughes, John Huston, Joseph McGrath, Robert Parrish, Val Guest, Ken Hughes","Terry Southern, John Law, Ben Hecht, Joseph Heller, Michael Sayers, Billy Wilder, Wolf Mankowitz, Val Guest",0,2,26,35.0,150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Casino Royale,"Action & Adventure, Mystery & Suspense",Martin Campbell,"Neal Purvis, Robert Wade, Paul Haggis, Martin Campbell",555.3333333333334,70,95,89.0,150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Cat on a Hot Tin Roof,"Classics, Drama",Richard Brooks,"Richard Brooks, James Poe",0,11,97,92.0,3000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Cat People,"Drama, Horror, Romance",Jacques Tourneur,DeWitt Bodeen,0,71,93,73.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Cat People,"Drama, Horror, Mystery & Suspense",Paul Schrader,"Alan Ormsby, Paul Schrader, DeWitt Bodeen, Walter Halsey Davis",494.0,35,61,45.0,0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Charlotte's Web,"Animation, Kids & Family","Charles A. Nichols, Iwao Takamoto",Earl Hamner,0,20,76,67.0,85000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]"
Charlotte's Web,"Animation, Drama, Kids & Family",Gary Winick,"Susannah Grant, Karey Kirkpatrick",541.3333333333334,20,79,62.0,85000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]"
A Christmas Carol,"Classics, Drama, Kids & Family, Science Fiction & Fantasy",Edwin L. Marin,Hugo Butler,0,25,100,74.0,200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]"
A Christmas Story,"Comedy, Drama, Kids & Family",Bob Clark,"Leigh Brown, Bob Clark, Jean Shepherd",0,25,89,88.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
Cleopatra,"Classics, Drama",Joseph L. Mankiewicz,"Joseph L. Mankiewicz, Ranald MacDougall, Sidney Buchman",0,0,61,69.0,31115000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]"
College,"Classics, Comedy, Romance",James W. Horne,"Bryan Foy, Carl Harbaugh",0,17,89,73.0,7000000,"[{""id"": 35, ""name"": ""Comedy""}]"
College,Comedy,Deb Hagan,"Dan Callahan, Adam Ellison",520.0,25,5,27.0,7000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Commando,Action & Adventure,Mark L. Lester,Steven E. de Souza,870.0,0,70,67.0,10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]"
Crossroads,Drama,Walter Hill,"John Fusco, Thomas Baum",0,21,73,82.0,12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Crossroads,"Action & Adventure, Comedy, Drama",Tamra Davis,Shonda Rhimes,683.5,20,14,39.0,12000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Dangerous Liaisons,Drama,Stephen Frears,Christopher Hampton,689.6666666666666,72,93,83.0,14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
The Day the Earth Stood Still,"Classics, Drama, Science Fiction & Fantasy",Robert Wise,Edmund H. North,0,0,95,87.0,80000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
The Day the Earth Stood Still,Science Fiction & Fantasy,Scott Derrickson,"Edmund H. North, David Scarpa",846.0,0,21,27.0,80000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
Doctor Zhivago,"Classics, Drama, Television, Romance",David Lean,Robert Bolt,0,25,83,88.0,11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]"
How the Grinch Stole Christmas,"Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Television","Chuck Jones, Ben Washam",Dr. Seuss,0,72,100,96.0,123000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]"
Dracula,"Classics, Horror",Tod Browning,Garrett Elsden Fort,0,35,91,82.0,40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]"
Dracula,"Horror, Mystery & Suspense",Dan Curtis,"Richard Matheson, Bram Stoker",0,73,60,40.0,40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]"
Dracula,"Art House & International, Drama, Horror, Romance",John Badham,W.D. Richter,0,44,63,58.0,40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]"
Dressed to Kill,"Drama, Horror, Mystery & Suspense",Brian DePalma,Brian DePalma,809.0,25,83,74.0,6500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
The Elephant Man,Drama,David Lynch,"Christopher DeVore, Eric Bergren, Christopher De Vore, David Lynch",758.0,74,91,93.0,5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
Escape from New York,"Action & Adventure, Science Fiction & Fantasy",John Carpenter,"John Carpentar, John Carpenter, Nick Castle Jr.",616.5,11,85,76.0,6000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]"
The Fan,"Drama, Mystery & Suspense",Edward Bianchi,"John Hartwell, Diana Hammond, Norman Wexler, Priscilla Chapman",0,65,43,33.0,55000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
The Fan,"Action & Adventure, Drama, Mystery & Suspense",Tony Scott,Phoef Sutton,621.0,21,34,34.0,55000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Fatal Attraction,"Drama, Mystery & Suspense",Adrian Lyne,"James Dearden, Nicholas Meyer",0,20,75,71.0,14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]"
Flash Gordon,"Action & Adventure, Comedy, Science Fiction & Fantasy",Mike Hodges,"Lorenzo Semple Jr., Michael Allin",488.0,75,80,69.0,35000000,"[{""id"": 878, ""name"": ""Science Fiction""}]"
Flipper,"Action & Adventure, Classics, Drama, Kids & Family, Television",James B. Clark,Arthur Weiss,0,11,40,49.0,25530000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]"
Flipper,"Action & Adventure, Kids & Family",Alan Shapiro,"Alan Shapiro, Arthur Weiss",530.0,75,32,34.0,25530000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]"
Footloose,"Drama, Musical & Performing Arts, Romance",Herbert Ross,Dean Pitchford,0,65,51,71.0,8200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Footloose,"Comedy, Drama, Musical & Performing Arts",Craig Brewer,"Craig Brewer, Dean Pitchford",509.5,76,68,61.0,8200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
The Four Feathers,"Action & Adventure, Art House & International, Classics",Zoltan Korda,"R.C. Sherriff, Lajos Biró, Oliver H.P. Garrett, Arthur Wimperis",0,77,100,86.0,35000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
The Four Feathers,"Action & Adventure, Drama",Shekhar Kapur,"Hossein Amini, Michael Schiffer, Shekhar Kapur",623.0,20,41,65.0,35000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Freaky Friday,"Comedy, Kids & Family, Science Fiction & Fantasy",Gary Nelson,Mary Rodgers,523.0,78,70,57.0,26000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Freaky Friday,"Comedy, Drama, Kids & Family",Mark Waters (VIII),"Heather Hach, Leslie Dixon",669.0,19,87,57.0,26000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Fright Night,Horror,Tom Holland,Tom Holland,0,21,91,76.0,17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]"
Fright Night,"Comedy, Horror",Craig Gillespie,Marti Noxon,602.3333333333334,26,72,59.0,17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]"
From Here to Eternity,"Classics, Drama, Romance",Fred Zinnemann,Daniel Taradash,564.0,79,92,84.0,1650000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
The Fugitive,Drama,John Ford,Dudley Nichols,0,71,86,61.0,44000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]"
The Fugitive,"Action & Adventure, Drama, Mystery & Suspense",Andrew Davis,"Jeb Stuart, David Twohy, Walter Hill, David Giler, Robert Mark Kamen, David Newman",815.0,8,96,89.0,44000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]"
Fun with Dick and Jane,Comedy,Ted Kotcheff,"David Giler, Jerry Belson, Mordecai Richler",0,80,58,51.0,100000000,"[{""id"": 35, ""name"": ""Comedy""}]"
The Gambler,"Classics, Drama",Karel Reisz,James Toback,0,20,78,77.0,25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
The Gambler,"Drama, Mystery & Suspense",Rupert Wyatt,"James Toback, William Monahan",545.0,20,43,31.0,25000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
Glory,Drama,Edward Zwick,"Kevin Jarre, Marshall Herskovitz",608.0,81,93,93.0,18000000,"[{""id"": 10752, ""name"": ""War""}]"
The Great Gatsby,"Classics, Drama, Romance",Jack Clayton,Francis Ford Coppola,0,20,39,47.0,105000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
The Great Gatsby,"Drama, Romance",Baz Luhrmann,"Baz Luhrmann, Craig Pearce",532.0,8,48,67.0,105000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Gulliver's Travels,"Action & Adventure, Animation, Classics, Comedy, Kids & Family",Dave Fleischer,"Don Gordon, Edmond Seward, Izzy Sparber, Ted Pierce",0,82,67,53.0,112000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Gulliver's Travels,"Action & Adventure, Comedy, Science Fiction & Fantasy",Rob Letterman,"Joe Stillman, Nicholas Stoller",627.0,0,20,27.0,112000000,"[{""id"": 35, ""name"": ""Comedy""}]"
Hairspray,"Comedy, Drama, Musical & Performing Arts",John Waters,John Waters,0,83,98,80.0,50000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Hairspray,"Comedy, Musical & Performing Arts",Adam Shankman,"Thomas Meehan, Mark O'Donnell, Leslie Dixon",492.5,10,91,85.0,50000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]"
Halloween,"Horror, Mystery & Suspense",John Carpenter,"John Carpenter, Debra Hill",669.0,84,96,89.0,300000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Halloween,Horror,Rob Zombie,"Debra Hill, Rob Zombie, John Carpenter",618.5,25,27,59.0,300000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Halloween,Horror,David Gordon Green,"David Gordon Green, Jeff Fradley, Danny McBride (IV)",669.0,35,79,70.0,300000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
Hamlet,"Classics, Drama",Laurence Olivier,"Laurence Olivier, Alan Dent",580.0,85,91,80.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Hamlet,"Drama, Romance",Kenneth Branagh,Kenneth Branagh,784.0,1,95,90.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Hamlet,"Drama, Mystery & Suspense, Romance",Michael Almereyda,Michael Almereyda,649.6666666666666,86,57,46.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
Hamlet,"Drama, Romance",Franco Zeffirelli,"Christopher De Vore, Franco Zeffirelli",536.0,72,74,59.0,0,"[{""id"": 18, ""name"": ""Drama""}]"
The Haunting,"Classics, Horror",Robert Wise,Nelson Gidding,0,20,87,82.0,80000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]"
The Haunting,"Horror, Mystery & Suspense",Jan de Bont,David Self,657.6666666666666,87,16,28.0,80000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]"
The Hills Have Eyes,"Horror, Mystery & Suspense",Wes Craven,Wes Craven,0,88,67,54.0,15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
The Hills Have Eyes,"Drama, Horror, Mystery & Suspense",Alexandre Aja,"Alexandre Aja, Grégory Levasseur",0,89,52,58.0,15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
House of Wax,"Drama, Horror, Mystery & Suspense",André De Toth,Crane Wilbur,0,8,95,72.0,40000000,"[{""id"": 27, ""name"": ""Horror""}]"
House of Wax,"Horror, Mystery & Suspense",Jaume Collet-Serra,"Chad Hayes, Carey Hayes",569.0,8,26,42.0,40000000,"[{""id"": 27, ""name"": ""Horror""}]"
Hud,"Classics, Drama",Martin Ritt,"Harriet Frank Jr. / Irving Ravetch, Irving Ravetch",0,20,82,89.0,2500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]"
The Hunchback of Notre Dame,"Classics, Drama, Horror, Special Interest","Wallace Worsley, Wallace Worsley Sr.","Percy Poore Sheehan, Edward T. Lowe",0,90,91,76.0,100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]"
The Hunchback of Notre Dame,"Classics, Drama, Romance",William Dieterle,"Sonya Levien, Bruno Frank",492.0,80,100,87.0,100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]"
The Hunchback of Notre Dame,"Animation, Drama, Kids & Family","Gary Trousdale, Kirk Wise","Tab Murphy, Bob Tzudiker, Irene Mecchi, Noni White, Jonathan Roberts",608.0,91,71,70.0,100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]"
The Importance of Being Earnest,"Classics, Comedy",Anthony Asquith,Anthony Asquith,0,92,88,83.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]"
The Importance of Being Earnest,"Comedy, Drama, Romance",Oliver Parker,Oliver Parker,653.5,86,57,72.0,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]"
In Cold Blood,Drama,Richard Brooks,Richard Brooks,0,2,84,88.0,3500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
Intolerance,Classics,D.W. Griffith,"D.W. Griffith, Tod Browning",0,63,97,77.0,385907,"[{""id"": 18, ""name"": ""Drama""}]"
Invaders from Mars,"Classics, Science Fiction & Fantasy",William Cameron Menzies,"John Tucker Battle, William Cameron Menzies, Richard Blake",0,66,82,55.0,12000000,"[{""id"": 878, ""name"": ""Science Fiction""}]"
Invaders from Mars,"Horror, Mystery & Suspense, Science Fiction & Fantasy",Tobe Hooper,"Dan O'Bannon, Don Jakoby",658.0,93,36,33.0,12000000,"[{""id"": 878, ""name"": ""Science Fiction""}]"
The Island,"Drama, Horror, Mystery & Suspense",Michael Ritchie,Peter Benchley,809.0,35,40,51.0,126000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]"
